name_original,followers,genres,popularity,nationality,sex,group,founded,born,first_release,last_release,died,compilations,total_albums,total_appears_on,total_singles,total_tracks
Buckcherry,433564,"['alternative metal', 'glam metal', 'hard rock', 'nu metal', 'post-grunge', 'rock', 'sleaze rock']",60,us,G,1,1995.0,,1999-01-01,2020-02-28,,16,15,23,12,205
Ryan Adams,483778,"['alternative country', 'folk', 'indie folk']",62,us,M,0,,1974.0,2000-05-09,2019-01-23,99.0,0,47,0,3,694
Wu-Tang Clan,1639781,"['east coast hip hop', 'gangster rap', 'hardcore hip hop']",71,us,G,1,1992.0,,1992-12-14,2019-05-17,,0,30,0,20,532
Shiva,315937,['trap italiana'],76,italy,M,0,,1999.0,2016-09-12,2020-05-29,99.0,0,2,16,33,61
Ennio Morricone,563153,"['classic soundtrack', 'italian soundtrack', 'soundtrack']",69,italy,M,0,,1928.0,1980-01-01,2020-05-29,99.0,0,50,0,0,1157
Pinhani,817071,"['oyun havasi', 'turkish pop', 'turkish rock']",67,turkey,G,1,2004.0,,2006-06-03,2020-05-24,,6,10,19,21,153
Claudia Leitte,853381,"['axe', 'baile pop', 'funk carioca']",64,brazil,F,0,,1980.0,2007-01-01,2020-05-08,99.0,0,7,0,43,187
Jack Garratt,326264,['indie r&b'],57,uk,M,0,,1991.0,2014-10-26,2020-04-20,99.0,28,3,34,14,92
Dub Inc.,211338,['french reggae'],59,france,G,1,1997.0,,2001-01-06,2020-05-22,,6,15,26,13,227
Iggy Azalea,4739678,"['australian hip hop', 'dance pop', 'hip pop']",75,australia,F,0,,1990.0,2013-01-01,2019-12-02,99.0,0,12,0,38,242
Chronixx,230403,"['dancehall', 'modern reggae']",65,jamaica,M,0,,1992.0,2012-06-01,2020-05-29,99.0,1,4,15,37,99
Laura Pausini,1413062,"['europop', 'italian pop', 'latin']",73,italy,F,0,,1974.0,2002-01-01,2019-11-08,99.0,0,50,0,0,999
Old Dominion,744822,"['contemporary country', 'country road']",75,us,G,1,2007.0,,2014-01-21,2019-10-25,,14,4,17,8,60
Edson & Hudson,810626,"['pagode', 'sertanejo', 'sertanejo pop']",60,brazil,G,1,1980.0,,1997-05-08,2020-03-30,,16,24,18,8,398
Bad Gyal,320771,"['rap catalan', 'rap latina', 'trap catala']",70,spain,F,0,,1997.0,2016-11-11,2020-05-15,99.0,28,2,32,16,32
Deeperise,237040,"['groove room', 'turkish pop']",57,turkey,M,0,,1990.0,2014-03-06,2020-05-29,99.0,14,0,21,34,78
Andra Day,273995,['r&b'],64,us,F,0,,1984.0,2015-05-26,2020-05-29,99.0,2,2,27,21,68
Rick James,661899,"['classic soul', 'disco', 'funk']",62,us,M,0,,1948.0,1978-04-20,2020-05-15,2004.0,19,24,19,3,303
Lata Mangeshkar,1445419,"['classic bollywood', 'desi pop', 'filmi']",62,india,F,0,,1929.0,2004-01-01,2020-05-14,99.0,0,50,0,0,713
Raça Negra,811994,"['axe', 'pagode', 'sertanejo']",67,brazil,G,1,1983.0,,1991-01-01,2019-08-01,,15,28,17,5,454
André Valadão,758546,"['adoracao', 'brazilian gospel']",57,brazil,M,0,,1978.0,2008-01-01,2020-05-25,99.0,0,22,0,28,303
Tim Bendzko,422839,"['german pop', 'german rock']",61,germany,M,0,,1985.0,2011-05-30,2020-03-06,99.0,9,8,20,22,201
Das EFX,206213,"['east coast hip hop', 'gangster rap', 'hardcore hip hop']",59,us,G,1,1991.0,,1992-07-04,2020-03-13,,2,9,36,4,184
Banda El Recodo,2013019,"['banda', 'grupera', 'norteno']",74,mexico,G,1,1938.0,,1994-11-03,2019-07-26,,0,50,0,0,778
De La Soul,518162,"['alternative hip hop', 'east coast hip hop', 'gangster rap']",62,us,G,1,1988.0,,1996-01-01,2019-11-15,,5,6,25,23,118
Ariel Pink,235234,"['alternative dance', 'alternative rock', 'art pop']",61,us,M,0,,1978.0,1998-01-01,2020-05-21,99.0,0,31,0,19,555
Sufjan Stevens,1042651,"['baroque pop', 'chamber pop', 'freak folk']",75,us,M,0,,1975.0,2003-01-07,2020-03-24,99.0,6,17,16,22,375
Little Richard,488076,"['brill building pop', 'rock-and-roll', 'rockabilly']",59,us,M,0,,1932.0,1957-03-01,2007-04-24,99.0,31,12,11,2,184
Atif Aslam,1527593,"['classic pakistani pop', 'desi pop', 'filmi']",68,pakistan,M,0,,1983.0,2006-01-01,2020-05-14,99.0,6,1,15,37,53
ILLENIUM,837895,"['edm', 'electropop', 'melodic dubstep']",81,us,M,0,,1990.0,2015-07-21,2020-05-15,99.0,0,6,0,44,159
Jorge Ben Jor,480659,"['bossa nova', 'mangue bit', 'mpb']",64,brazil,M,0,,1942.0,1969-01-20,2015-10-30,99.0,0,50,0,0,691
Reginaldo Rossi,209510,"['axe', 'brega', 'forro']",52,brazil,M,0,,1944.0,1970-02-14,2017-10-23,2013.0,2,32,18,0,459
Preto no Branco,673647,"['adoracao', 'brazilian gospel', 'pagode baiano']",62,brazil,G,1,2015.0,,2015-11-27,2020-05-29,,3,3,17,22,68
Ian Brown,211701,"['britpop', 'madchester', 'modern rock']",53,uk,M,0,,1963.0,1998-01-01,2020-05-01,99.0,8,21,3,20,275
Robyn,637524,"['art pop', 'dance pop', 'electropop']",68,sweden,F,0,,1979.0,1995-10-13,2018-10-26,99.0,0,50,0,0,554
Queen Naija,1380173,"['deep pop r&b', 'pop', 'r&b']",68,us,F,0,,1995.0,2018-08-06,2020-05-08,99.0,1,0,10,14,26
Anirudh Ravichander,1385387,"['desi hip hop', 'filmi', 'tamil hip hop']",69,india,M,0,,1990.0,1999-04-12,2020-05-25,99.0,0,31,0,19,406
C-Murder,281289,"['crunk', 'deep southern trap', 'dirty south rap']",48,us,M,0,,1971.0,1998-01-01,2020-05-29,99.0,3,30,1,17,602
Amit Trivedi,1719201,"['desi pop', 'filmi', 'modern bollywood']",66,india,M,0,,1979.0,2009-02-01,2020-05-13,99.0,0,19,0,31,220
Ferrugem,2911194,['pagode'],76,brazil,M,0,,1988.0,2014-09-09,2020-05-22,99.0,7,5,21,25,118
Bobby Womack,429153,"['classic soul', 'funk', 'motown']",59,us,M,0,,1944.0,1969-01-01,2017-06-16,2014.0,13,30,0,7,319
Roméo Elvis,617408,"['belgian hip hop', 'french hip hop', 'new french touch']",69,belgium,M,0,,1992.0,2013-10-14,2020-04-23,99.0,20,5,27,18,105
Vicente Fernández,3182916,"['grupera', 'mariachi', 'ranchera']",76,mexico,M,0,,1940.0,1990-12-06,2018-08-10,99.0,0,50,0,0,751
PENTAGON,767998,"['k-pop', 'k-pop boy group']",64,south korea,G,1,2016.0,,2016-09-07,2020-05-15,,1,3,4,31,152
Aaliyah,2083025,"['dance pop', 'hip hop', 'hip pop']",63,us,F,0,,1979.0,1994-01-01,2020-04-22,99.0,2,6,39,10,108
Jess Glynne,2095550,"['dance pop', 'pop', 'post-teen pop']",79,uk,F,0,,1989.0,2015-01-01,2019-11-08,99.0,0,5,0,45,133
Ronghao Li,205110,"['mainland chinese pop', 'mandopop']",62,china,M,0,,1985.0,2013-09-16,2020-05-23,99.0,0,5,2,23,75
A$AP Mob,1368228,"['hip hop', 'rap', 'southern hip hop']",67,us,G,1,2006.0,,2013-04-12,2017-08-25,,4,4,6,20,78
Gue Pequeno,1328995,['italian hip hop'],72,italy,M,0,,1980.0,2011-01-01,2020-05-29,99.0,1,13,16,22,305
Özgün,255951,"['deep turkish pop', 'turkish pop', 'turkish rock']",51,turkey,M,0,,1979.0,2005-10-14,2020-05-06,99.0,3,10,12,36,168
Felix Jaehn,976103,"['dance pop', 'edm', 'electro house']",80,germany,M,0,,1994.0,2016-07-15,2020-05-22,99.0,0,3,0,47,175
Syd,300918,"['alternative r&b', 'escape room', 'indie r&b']",69,us,F,0,,1992.0,2017-11-01,2020-05-01,99.0,2,1,43,20,51
Joe Jonas,1019421,"['dance pop', 'post-teen pop']",64,us,M,0,,1989.0,2011-01-01,2019-12-20,99.0,18,2,45,8,37
Pentatonix,2645392,['a cappella'],72,us,G,1,2011.0,,2012-06-26,2019-11-20,,0,17,0,33,281
Polo G,1092398,"['chicago rap', 'trap']",82,us,M,0,,1999.0,2018-11-03,2020-05-29,99.0,0,2,34,24,54
IU,1367399,"['k-pop', 'korean pop']",73,south korea,F,0,,1993.0,2008-09-23,2020-05-06,99.0,1,8,16,32,160
Lud Foe,320571,"['chicago rap', 'detroit trap', 'trap']",56,us,M,0,,1996.0,2016-07-17,2020-05-22,99.0,1,4,21,32,97
Damián Córdoba,211706,['cuarteto'],54,argentina,M,0,,1987.0,2006-05-10,2019-12-19,99.0,3,25,9,5,317
Passion Pit,1070920,"['alternative dance', 'indie pop', 'indie rock']",65,us,G,1,2007.0,,2008-09-16,2020-02-07,,13,9,22,22,168
J SOUL BROTHERS III,574159,"['j-division', 'j-pop', 'j-pop boy group']",61,japan,G,1,2010.0,,2010-10-11,2020-04-08,,3,11,0,36,254
Cypress Hill,1147874,"['chicano rap', 'gangster rap', 'hardcore hip hop']",70,us,G,1,1986.0,,1991-01-01,2018-09-28,,0,36,0,14,609
Zion & Lennox,4307724,"['latin', 'latin hip hop', 'reggaeton']",82,puerto rico,G,1,2004.0,,2004-04-05,2020-04-03,,0,6,0,44,178
Kiesza,254726,"['electropop', 'pop edm']",62,canada,F,0,,1989.0,2014-06-23,2020-04-23,99.0,0,4,0,46,132
G-Eazy,4403586,"['hip hop', 'indie pop rap', 'pop rap']",85,us,M,0,,1989.0,2012-09-26,2020-05-29,99.0,0,12,0,38,213
White Lies,340733,"['alternative dance', 'dance-punk', 'garage rock']",60,uk,G,1,2007.0,,2008-01-01,2019-12-06,,0,21,0,29,318
Vanessa Da Mata,736096,"['baile pop', 'bossa nova', 'mpb']",65,brazil,F,0,,1976.0,2003-07-21,2019-10-25,99.0,5,15,20,17,240
Iggy Pop,933168,"['alternative rock', 'classic rock', 'dance rock']",67,us,M,0,,1947.0,1979-01-01,2020-05-29,99.0,0,50,0,0,1110
RÜFÜS DU SOL,579033,"['australian electropop', 'indietronica']",72,australia,G,1,2010.0,,1986-01-01,2020-03-06,,0,23,0,27,341
Jd Pantoja,1487915,['latin viral pop'],62,mexico,M,0,,1995.0,2017-06-07,2020-05-01,99.0,0,0,2,20,20
Calibre 50,3688702,"['banda', 'norteno', 'regional mexican']",78,mexico,G,1,2010.0,,2010-01-01,2020-05-29,,0,21,0,29,342
Yıldız Tilbe,951267,"['arabesk', 'turkish folk', 'turkish pop']",60,turkey,F,0,,1966.0,1994-06-15,2019-12-19,99.0,0,40,0,10,630
The Chainsmokers,15926425,"['electropop', 'pop', 'tropical house']",87,us,G,1,2014.0,,2015-10-07,2020-02-19,,0,6,0,44,208
Hooverphonic,253174,"['downtempo', 'electronica', 'trip hop']",57,belgium,G,1,1995.0,,1996-01-01,2020-05-15,,0,17,0,33,417
G-Unit,1155612,"['gangster rap', 'hardcore hip hop', 'hip hop']",63,us,G,1,1999.0,,2003-01-01,2018-12-31,,23,6,26,17,143
Rodriguinho,518034,"['funk carioca', 'pagode']",63,brazil,M,0,,1978.0,2004-01-01,2020-05-15,99.0,0,13,0,37,197
SUPER JUNIOR,1577215,"['k-pop', 'k-pop boy group']",67,south korea,G,1,2005.0,,2005-05-12,2020-02-12,,1,22,4,25,399
FP do Trem Bala,203652,['funk carioca'],69,brazil,M,0,,1996.0,2018-10-18,2020-05-22,99.0,0,0,2,49,55
Mr. Probz,293367,"['dutch hip hop', 'tropical house']",71,netherlands,M,0,,1984.0,2010-05-30,2020-05-29,99.0,13,1,22,31,62
Turma do Pagode,1372684,"['funk carioca', 'pagode', 'sertanejo universitario']",73,brazil,G,1,2001.0,,2003-01-25,2020-05-29,,8,11,16,21,199
Cobra Starship,388230,"['dance pop', 'neon pop punk', 'pop punk']",61,us,G,1,2006.0,,2006-08-28,2014-08-25,,0,14,10,26,223
Miike Snow,542250,"['alternative dance', 'dance-punk', 'electropop']",62,sweden,G,1,2007.0,,2009-01-01,2017-06-16,,1,13,1,36,251
Jeremy Zucker,834028,"['pop', 'post-teen pop']",83,us,M,0,,1996.0,2015-10-30,2020-04-17,99.0,22,4,26,20,108
Fedez,1369305,"['italian arena pop', 'italian hip hop', 'italian pop']",65,italy,M,0,,1989.0,2013-01-29,2020-05-15,99.0,4,10,24,21,248
SFDK,433435,['spanish hip hop'],64,spain,G,1,1993.0,,2004-11-15,2020-05-29,,1,15,20,17,270
Arcangel,4735370,"['latin', 'latin hip hop', 'reggaeton']",87,us,M,0,,1985.0,2008-09-12,2020-04-24,99.0,0,9,0,41,203
Alisha Chinai,270301,"['filmi', 'indian folk', 'modern bollywood']",46,india,F,0,,1985.0,1986-08-01,2018-04-02,99.0,20,14,21,11,143
CHEN,750774,"['k-pop', 'korean pop']",63,south korea,M,0,,1992.0,2016-02-25,2020-05-19,99.0,7,0,14,19,41
Anu Malik,203033,"['desi pop', 'filmi', 'modern bollywood']",50,india,M,0,,1960.0,1986-10-12,2020-04-03,99.0,0,50,0,0,492
Olly Murs,2723565,"['dance pop', 'europop', 'pop']",71,uk,M,0,,1984.0,2010-11-29,2019-05-31,99.0,0,20,0,30,394
Exaltasamba,789327,"['axe', 'pagode', 'sertanejo universitario']",66,brazil,G,1,1982.0,,1996-01-01,2018-08-24,,15,25,21,4,406
New Order,1155088,"['art rock', 'britpop', 'dance rock']",70,uk,G,1,1980.0,,1981-01-13,2019-07-12,,0,36,0,14,526
SCH,738158,"['french hip hop', 'pop urbaine', 'rap marseille']",73,france,M,0,,1993.0,2015-11-13,2020-05-29,99.0,21,6,32,14,109
mor ve ötesi,823382,"['turkish alternative', 'turkish alternative rock', 'turkish pop']",62,turkey,G,1,1996.0,,1997-12-11,2019-08-06,,6,22,6,22,448
Keane,1863146,"['modern rock', 'neo mellow', 'piano rock']",73,uk,G,1,1995.0,,2004-01-01,2020-01-01,,0,24,0,26,385
Kenia OS,525041,['latin viral pop'],62,mexico,F,0,,1999.0,2018-08-17,2020-05-29,99.0,0,0,1,16,19
YBN Cordae,1014786,"['dmv rap', 'hip hop', 'pop rap']",73,us,M,0,,1997.0,2018-05-16,2020-04-22,99.0,5,3,28,12,65
Poppy,526029,"['dance pop', 'escape room', 'hyperpop']",62,us,F,0,,1995.0,2017-01-31,2020-01-09,99.0,1,4,1,7,57
Sergei Rachmaninoff,339198,"['classical', 'post-romantic era', 'russian romanticism', 'ukrainian classical']",64,russia,M,0,,1873.0,2018-11-05,2020-05-30,1943.0,0,50,0,0,1089
Demarco Flamenco,306636,"['pop flamenco', 'spanish pop']",64,spain,M,0,,1979.0,2017-01-20,2020-04-29,99.0,5,3,16,16,49
Labrinth,1094977,['pop'],80,uk,M,0,,1989.0,2010-09-26,2019-11-22,99.0,0,6,2,42,168
Bea Miller,1615591,"['dance pop', 'electropop', 'indie poptimism']",75,us,F,0,,1999.0,2014-01-01,2019-11-01,99.0,23,2,27,22,60
DJ Screw,227899,"['chopped and screwed', 'crunk', 'dirty south rap']",49,us,M,0,,1971.0,1995-01-08,2019-12-07,2000.0,6,23,14,16,448
Mr.Rain,501609,"['italian arena pop', 'italian hip hop']",69,italy,M,0,,1991.0,2015-01-01,2020-03-13,99.0,2,3,8,19,63
Macklemore & Ryan Lewis,2483431,"['dance pop', 'pop', 'pop rap']",76,us,G,1,2008.0,,2010-10-20,2016-02-26,,1,6,1,4,91
Lindemann,269371,['neue deutsche harte'],63,germany,M,0,,1963.0,2015-06-30,2020-02-07,99.0,0,2,0,8,38
iKON,2435419,"['k-pop', 'k-pop boy group']",70,south korea,G,1,2015.0,,2015-01-10,2020-02-06,,2,25,3,16,519
Nick Jonas,6017614,"['dance pop', 'pop', 'post-teen pop']",72,us,M,0,,1992.0,2012-08-05,2020-05-20,99.0,0,10,2,38,208
Alvaro Soler,1229715,['latin pop'],71,spain,M,0,,1991.0,2015-04-24,2020-04-02,99.0,0,4,5,41,147
Juice WRLD,8988514,"['chicago rap', 'melodic rap']",95,us,M,0,,1998.0,2018-04-05,2020-05-29,99.0,12,4,23,23,100
Carlos Sadness,236646,"['spanish indie pop', 'spanish pop']",65,spain,M,0,,1987.0,2010-12-26,2020-05-13,99.0,3,4,23,29,93
Ceg,291142,"['turkish hip hop', 'turkish trap']",63,turkey,M,0,,99.0,2018-03-16,2020-04-17,99.0,0,1,3,9,20
Sinead Harnett,218718,"['alternative r&b', 'gauze pop', 'indie r&b']",63,uk,F,0,,1989.0,2013-01-01,2020-05-22,99.0,4,3,17,36,97
Rex Orange County,1988869,"['bedroom pop', 'indie r&b', 'pop']",81,uk,M,0,,1998.0,2016-07-11,2020-04-17,99.0,1,3,5,14,44
Yngwie Malmsteen,245527,"['album rock', 'hard rock', 'instrumental rock', 'metal', 'metal guitar', 'neo classical metal', 'power metal', 'progressive metal', 'rock', 'shred', 'speed metal', 'swedish hard rock']",53,sweden,M,0,,1963.0,1986-01-01,2019-10-11,99.0,5,39,0,6,545
Josman,257680,"['french hip hop', 'pop urbaine', 'rap conscient']",69,france,M,0,,1992.0,2015-09-02,2020-03-06,99.0,1,6,5,12,108
Gareth Emery,219653,"['big room', 'edm', 'progressive electro house']",65,uk,M,0,,1980.0,2010-09-23,2020-05-15,99.0,0,14,0,36,295
Plan B,1067874,"['latin', 'perreo', 'reggaeton']",74,puerto rico,G,1,1999.0,,2002-10-17,2020-05-20,,14,6,23,22,114
Reto,468635,"['polish hip hop', 'polish trap']",65,poland,M,0,,1995.0,2016-06-06,2020-04-21,99.0,0,5,28,30,103
La Arrolladora Banda El Limón De Rene Camacho,3154169,"['banda', 'grupera', 'norteno']",77,mexico,G,1,1997.0,,2009-01-01,2019-09-20,,0,50,0,0,877
O Teatro Mágico,295746,"['brazilian rock', 'mpb', 'nova mpb']",51,brazil,G,1,2003.0,,2016-09-01,2020-04-03,,1,9,7,14,154
SLANDER,202685,"['brostep', 'edm', 'electro house']",71,us,G,1,2010.0,,2016-11-18,2020-05-21,,0,1,0,49,84
Anna Clendening,200924,"['pop', 'post-teen pop', 'social media pop', 'viral pop']",70,us,F,0,,1993.0,2014-02-07,2020-05-15,99.0,0,0,13,30,82
State Champs,232096,"['anthem emo', 'pixie', 'pop punk']",60,us,G,1,2010.0,,2010-08-17,2019-11-08,,5,9,9,14,130
Tainá Costa,294906,"['baile pop', 'funk carioca']",57,brazil,F,0,,1997.0,2018-07-05,2020-04-17,99.0,0,0,4,26,30
MC PH,227183,"['funk carioca', 'funk ostentacao']",53,brazil,M,0,,99.0,2016-09-26,2020-05-16,99.0,0,0,0,50,54
Capital Bra,3281709,['german hip hop'],82,germany,M,0,,1994.0,2016-01-29,2020-05-29,99.0,2,7,9,35,233
Jesse & Joy,3527849,"['latin', 'latin arena pop', 'latin pop']",77,mexico,G,1,2005.0,,2006-07-18,2020-05-08,,0,14,0,36,246
MC Rahell,291601,['funk carioca'],45,brazil,M,0,,99.0,2019-01-19,2020-05-05,99.0,0,1,0,49,57
Hanybal,269197,"['deep german hip hop', 'german cloud rap', 'german hip hop']",64,germany,M,0,,1983.0,2015-02-27,2020-04-16,99.0,0,4,33,23,111
Nujabes,425518,"['chillhop', 'downtempo', 'japanese chillhop']",64,japan,M,0,,1974.0,2003-08-21,2020-04-10,2010.0,4,7,10,1,113
Luke Bryan,5200602,"['contemporary country', 'country', 'country road']",79,us,M,0,,1976.0,2007-01-01,2020-03-13,99.0,18,16,22,11,252
Elephant Man,203512,"['dancehall', 'old school dancehall', 'reggae fusion']",56,jamaica,M,0,,1975.0,2000-01-01,2020-05-06,99.0,0,15,0,35,266
Kim Walker-Smith,240694,"['anthem worship', 'ccm', 'christian music']",63,us,F,0,,1981.0,2008-05-02,2020-05-15,99.0,31,6,41,8,76
Halsey,10254793,"['dance pop', 'electropop', 'etherpop']",90,us,F,0,,1994.0,2014-07-15,2020-05-01,99.0,0,11,5,34,216
Mala Rodríguez,309916,"['latin alternative', 'latin hip hop', 'rap latina']",65,spain,F,0,,1979.0,2003-01-01,2020-05-28,99.0,2,12,18,20,187
Devi Sri Prasad,950145,"['deep indian pop', 'filmi', 'modern bollywood']",58,india,M,0,,1979.0,2004-10-15,2019-07-31,99.0,0,50,0,0,463
George Michael,2352454,"['europop', 'new wave pop', 'soft rock']",75,uk,M,0,,1963.0,1987-10-30,2020-02-28,2016.0,2,11,0,37,260
Mondo Marcio,229360,"['italian hip hop', 'italian pop', 'italian underground hip hop']",55,italy,M,0,,1986.0,2004-01-01,2020-05-22,99.0,11,13,27,10,247
Inner Circle,222078,"['reggae', 'reggae fusion', 'roots reggae']",63,jamaica,G,1,1968.0,,1976-01-01,2019-10-04,,4,14,18,19,185
Christine D'Clario,580814,"['latin christian', 'latin worship']",66,us,F,0,,1982.0,2006-01-31,2020-05-18,99.0,0,9,0,41,278
Daryl Hall & John Oates,1145307,"['album rock', 'classic rock', 'folk rock']",75,us,G,1,1970.0,,1972-01-01,2019-11-12,,5,38,0,6,490
Ronnie Flex,554968,"['dutch hip hop', 'dutch pop', 'dutch urban']",73,netherlands,M,0,,1992.0,2013-01-01,2020-05-28,99.0,5,5,10,35,126
Los Huracanes del Norte,818165,"['banda', 'cumbia', 'grupera']",67,mexico,G,1,1969.0,,2015-02-20,2019-12-23,,0,50,0,0,690
Tevin Campbell,505196,"['dance pop', 'hip pop', 'neo soul']",57,us,M,0,,1976.0,1991-01-01,2020-05-22,99.0,6,3,41,5,46
Santa Fe Klan,721909,"['mexican hip hop', 'perreo']",73,mexico,M,0,,1999.0,2016-10-20,2020-05-30,99.0,0,7,0,43,141
Fever Ray,303330,"['alternative dance', 'art pop', 'dream pop']",55,sweden,G,1,1975.0,,2009-01-01,2019-12-13,,0,24,0,26,366
Gorilla Zoe,502466,"['atl hip hop', 'crunk', 'dirty south rap']",56,us,M,0,,1982.0,2007-09-24,2020-05-29,99.0,0,48,0,2,648
Johnny Winter,301371,"['blues', 'blues rock', 'classic rock', 'country rock', 'electric blues', 'hard rock', 'modern blues', 'rock', 'texas blues']",51,us,M,0,,1944.0,1973-01-01,2019-11-15,2014.0,0,50,0,0,618
Madcon,315090,"['dance pop', 'norwegian hip hop', 'pop rap']",66,norway,G,1,1992.0,,2004-01-01,2019-08-16,,0,20,0,30,330
Adina Howard,205504,"['hip pop', 'new jack swing', 'r&b']",50,us,F,0,,1973.0,1995-01-01,2020-05-29,99.0,5,6,36,8,95
POLLO,383117,"['brazilian hip hop', 'funk carioca', 'funk ostentacao']",49,brazil,G,1,2010.0,,2012-07-12,2020-05-15,,5,3,18,23,62
D-Block Europe,247263,['uk hip hop'],74,uk,G,1,2014.0,,2017-02-19,2020-05-01,,0,4,14,30,105
Mazzy Star,396628,"['alternative rock', 'dream pop', 'melancholia']",63,us,G,1,1989.0,,1990-01-01,2019-06-10,,35,4,40,6,59
Alexandre Pires,309495,"['axe', 'pagode']",62,brazil,M,0,,1976.0,2000-08-10,2020-05-04,99.0,0,26,13,15,403
Tracy Byrd,415595,"['contemporary country', 'country', 'country road']",61,us,M,0,,1966.0,1993-01-01,2019-12-27,99.0,28,13,30,5,156
f(x),781338,"['k-pop', 'k-pop girl group']",57,south korea,G,1,2009.0,,2009-01-09,2016-11-02,,1,5,1,8,81
Eyshila,860143,"['adoracao', 'brazilian gospel']",53,brazil,F,0,,1972.0,1996-01-01,2020-05-20,99.0,0,30,5,15,401
Yung Lean,420327,"['dark trap', 'emo rap', 'underground hip hop']",66,sweden,M,0,,1996.0,2013-08-16,2020-05-15,99.0,0,7,20,32,134
Miranda Lambert,2256643,"['contemporary country', 'country', 'country dawn']",72,us,F,0,,1983.0,2005-01-01,2019-11-01,99.0,22,9,34,7,149
Cynthia Luz,486955,"['brazilian edm', 'brazilian hip hop', 'r&b brasileiro']",70,brazil,F,0,,1994.0,2017-07-15,2020-05-22,99.0,1,3,8,41,69
Run–D.M.C.,737611,"['east coast hip hop', 'hardcore hip hop', 'hip hop']",65,us,G,1,1983.0,,1984-01-01,2019-05-31,,11,33,1,5,449
K/DA,375136,['k-pop girl group'],61,99,G,1,2018.0,,2018-03-11,2018-11-03,,0,0,0,1,1
Macklemore,1544067,['pop rap'],78,us,M,0,,1983.0,2005-01-01,2019-12-31,99.0,5,3,26,22,95
CPM 22,597894,"['brazilian emo', 'brazilian hardcore', 'brazilian rock']",60,brazil,G,1,1995.0,,2001-01-01,2018-12-14,,13,11,15,9,214
Polyphia,260470,['instrumental rock'],62,us,G,1,2010.0,,2013-04-21,2019-10-28,,2,9,5,14,128
Sharon Van Etten,303422,"['art pop', 'chamber pop', 'chamber psych']",64,us,F,0,,1981.0,2010-01-26,2020-05-15,99.0,2,8,15,30,157
Elaine Martins,466180,['brazilian gospel'],51,brazil,F,0,,1982.0,2000-01-01,2020-05-08,99.0,5,11,15,25,186
ZICO,661872,"['k-pop', 'korean pop', 'korean r&b']",71,south korea,M,0,,1992.0,2014-07-11,2020-05-16,99.0,8,0,32,30,66
Nach,602602,"['mexican hip hop', 'rap conciencia', 'spanish hip hop']",63,spain,M,0,,1974.0,2003-07-26,2020-03-11,99.0,5,8,35,14,158
Hornet La Frappe,1073347,"['french hip hop', 'pop urbaine', 'rap francais']",71,france,M,0,,1991.0,2017-12-01,2020-05-26,99.0,19,5,22,24,95
Andre Hazes,353957,"['dutch pop', 'dutch rock', 'levenslied']",66,netherlands,M,0,,1951.0,1977-01-01,2020-02-28,2004.0,0,43,0,7,799
Edson Gomes,225219,"['axe', 'brazilian reggae']",51,brazil,M,0,,1955.0,1988-01-03,2016-08-19,99.0,4,7,13,1,101
John Lennon,3334406,"['album rock', 'art rock', 'classic rock']",73,uk,M,0,,1940.0,1968-11-29,2020-04-17,1980.0,16,15,25,5,244
Chris Isaak,218459,['mellow gold'],65,us,M,0,,1956.0,1985-01-01,2020-02-26,99.0,9,30,13,6,456
Zé Felipe,1234477,"['funk carioca', 'sertanejo pop', 'sertanejo universitario']",65,brazil,M,0,,1998.0,2014-10-28,2020-03-13,99.0,4,4,24,16,74
3OH!3,628202,"['dance pop', 'electropowerpop', 'pop']",65,us,G,1,2004.0,,2007-07-23,2016-09-02,,0,17,0,33,275
Brent Faiyaz,590373,"['alternative r&b', 'dmv rap', 'rap']",78,us,M,0,,1995.0,2015-01-21,2020-02-07,99.0,2,2,20,21,84
Quality Control,564116,"['hip hop', 'melodic rap', 'pop rap']",74,us,G,1,2017.0,,2017-08-25,2020-02-21,,19,4,25,26,158
The Whispers,323468,"['classic soul', 'disco', 'funk']",55,us,G,1,1963.0,,1972-01-01,2020-01-31,,15,31,0,4,382
Alabama,656396,"['country', 'country road', 'country rock']",68,us,G,1,1969.0,,1979-12-28,2017-10-06,,3,41,0,6,672
Kirko Bangz,526190,"['deep pop r&b', 'dirty south rap', 'pop rap']",56,us,M,0,,1989.0,2010-09-05,2020-05-30,99.0,1,8,7,38,178
Madlib,214735,"['alternative hip hop', 'funk', 'hip hop']",66,us,M,0,,1973.0,1999-06-04,2020-01-31,99.0,0,38,0,12,791
KB,235016,"['christian hip hop', 'christian trap']",62,us,M,0,,1988.0,2012-07-17,2020-05-22,99.0,1,5,23,32,115
